Epochs,Train 1Perceptual_Loss,Train 1L2_reg,Train Total Loss,Val 1Perceptual_Loss,Val 1L2_reg,Val Total Loss,Train SI_SDR,Val SI_SDR
1,0.07138777655893809,0.03524630563206052,0.10663408216548292,0.0458110434246128,0.031176840886473656,0.07698788514117831,-29.839567761878445,-12.816076603920564
2,0.03973268671088839,0.027557998278165515,0.06729068487678488,0.02944734503272111,0.02438415214419365,0.0538314974097454,-5.328135003129097,1.5506746846696604
3,0.028291199341008107,0.021773706371449444,0.050064905732870105,0.024258512720141723,0.019429925829172134,0.04368843850882157,3.2550611971175836,5.157981658759325
4,0.026088703852402022,0.017884561501137198,0.043973265353539216,0.03319216130868248,0.017133167013525963,0.05032532848417759,5.695098960889529,3.953235803738884
5,0.0230212609781182,0.016248023476808857,0.03926928449575215,0.016138947391680078,0.01502435002475977,0.03116329735063988,9.027807145575954,12.909314517741619
6,0.01925352620445702,0.01405875441197255,0.03331228053733094,0.015615945707237266,0.013248223811388016,0.028864169432579176,12.33355003513702,14.03513426884361
7,0.01780092255658891,0.012865428782183013,0.030666351262224865,0.017135140126692535,0.012077278457581997,0.029212418781674427,13.57922355442831,13.45123521141384
8,0.01608745499884021,0.011398780116275565,0.027486235107461066,0.016404981102348993,0.010770329274237156,0.027175310169063185,14.891265843012562,14.850620881370876
9,0.01611487816713036,0.01069321205252654,0.026808090201795916,0.01511545586096042,0.010160856880247593,0.02527631270577726,14.86411647012789,15.722743708154429
10,0.015592506142613823,0.009785969958525815,0.025378476108794342,0.01431480350236044,0.009492029435932636,0.023806832872493112,15.415657422313952,15.142517597778983
11,0.017543000171649947,0.012184699481888992,0.029727699643332665,0.012273918680401275,0.01224265992641449,0.02451657860175423,14.147517506063801,16.430865256682686
12,0.014763548796715802,0.011566514978568032,0.026330063793144814,0.013603129915123724,0.010924543254077435,0.024527673224878054,15.643319268422584,15.268949218418287
13,0.015257556828325742,0.011648911372949817,0.02690646815789889,0.011916441402560018,0.010908262804150581,0.022824704201649063,15.493539737022086,16.913277688233748
14,0.014276921140565856,0.010316121027077714,0.024593042112784843,0.013787780159517475,0.009792275726795197,0.02358005581545117,16.213321502894573,16.110360746798307
15,0.014216407485408325,0.009510524129520541,0.023726931581758474,0.012066593798606293,0.009089389815926552,0.02115598358416363,16.27182780226616,17.357043566911116
16,0.013963739797217796,0.008832216099516985,0.02279595591842312,0.01209677595888143,0.008671238087117672,0.020768014076368316,16.435098086317925,17.599998525951218
17,0.014097199435919932,0.00836993408427663,0.022467133627362447,0.01109570174974025,0.008023071102797985,0.01911877294111511,16.667107229363427,17.872124754864238
18,0.013818880920744922,0.007796902671354274,0.021615783640579003,0.014329196156367012,0.00769214890897274,0.02202134510583204,16.51302631325918,16.138035483982254
19,0.013759844080379157,0.007657202728705047,0.021417046820566263,0.012646376372962866,0.007397286128252745,0.02004366265812322,16.599248421028868,17.04111226745274
20,0.013100261107240229,0.007173911552263858,0.02027417271053546,0.015841006109005084,0.007017264608293772,0.02285827060594507,16.817426475106853,17.241572691046674
21,0.013446095389352269,0.007073984314266541,0.020520079740616558,0.01096197278947448,0.0069088442251086235,0.017870817070259996,16.62799048750368,17.47207999229431
22,0.0133906072783858,0.006766291284193732,0.020156898617438256,0.010741063636606154,0.006602067034691572,0.017343130772528442,16.770838241054587,17.784319089806598
23,0.015822790233954175,0.008020694167289424,0.02384348440507095,0.013564426988444251,0.008064002729952335,0.021628429627288944,15.49291771927925,16.504861396291982
24,0.013439905230109005,0.007617121650390838,0.021057026889430334,0.012252555314815887,0.007191797718405724,0.019444352896560147,16.720164808508468,17.75216772245324
25,0.013323239996161772,0.006945440175700678,0.02026868015782882,0.013383384454873916,0.006651080679148436,0.02003446537191453,16.87923180044514,17.41546817447828
26,0.013388945164847864,0.006563191672098147,0.01995213683694601,0.011960556892597157,0.0064252819865942,0.018385838869068284,16.612984450875896,17.608322796614274
27,0.012859085669154174,0.006291199691134365,0.019150285313084516,0.013902988583456887,0.006201351061463356,0.02010433967022792,17.037588634229685,15.824232930722443
28,0.013046688435930912,0.0061919549301470795,0.01923864338649054,0.010517672053538263,0.006144271232187748,0.01666194326041833,16.785455141981988,17.538722121197246
29,0.012850317943279874,0.0060196023702315275,0.018869920335199734,0.012174266076687238,0.00596636114642024,0.018140627395199692,17.14921974286641,17.438575475112252
30,0.01306205486929784,0.005947021120674398,0.019009076000178513,0.011422727677120787,0.0059288921765983105,0.017351619889149846,16.966096661188832,17.831156533697378
31,0.012926947325468063,0.005831339087796538,0.01875828638009421,0.011519581874144142,0.00574076222255826,0.01726034406127165,17.020564403272655,18.03814292990643
32,0.012326295851181224,0.005567035034349928,0.017893330911046838,0.01303845935035497,0.005416296422481537,0.018454755676667326,17.435021690473164,18.50612165616906
33,0.01347338461559521,0.005802984924808349,0.0192763695289215,0.011000628795717721,0.006284633185714483,0.01728526208266292,16.514650236417168,17.70730207277381
34,0.01265134158582516,0.0060449493296240294,0.018696290907794483,0.012099583258690394,0.0058109452947974205,0.017910528634472386,17.108293248529304,17.77746919963671
35,0.01243777879934809,0.005735558660522308,0.018173337485386083,0.01261677934140291,0.005554944276809692,0.01817172359796646,17.33929090107957,17.985997749411542
36,0.01199270535821784,0.005424544572421949,0.017417249940846063,0.011833709285027631,0.00531080923974514,0.01714451853995738,17.658323847104427,17.83463161924611
37,0.012613333976023818,0.005352845873479566,0.01796617986098544,0.010808924612913119,0.00531760836020112,0.016126532866821988,17.161395679108082,18.340745055157207
38,0.012177120915881983,0.005264209887038355,0.01744133078888671,0.012316874565009999,0.005223199725151062,0.017540074297753366,17.44095585444202,17.096044882484104
39,0.012036699484013123,0.0051230617441645225,0.017159761251141763,0.01041402013304279,0.005045237485319376,0.015459257501946844,17.63165813864094,17.93012587920479
40,0.012380043248811813,0.005093980916099597,0.017474024110052683,0.012129235000390074,0.004992462228983641,0.0171216973407275,17.401923767507892,16.772925179937612
41,0.012778562133851116,0.005182573528424518,0.01796113566993034,0.009514225525376589,0.0050920541398227215,0.014606279776553098,17.066905089600446,19.10779941600302
42,0.012065460930948388,0.00500728869683122,0.017072749609918628,0.011747067860003723,0.004898230079561472,0.016645297823149875,17.56339481562784,18.390492086825162
43,0.013070757522515646,0.0051012984464225706,0.018172055931940472,0.011167487245984375,0.005445737391710281,0.016613224652879264,16.827914760537343,17.266115706899893
44,0.011750702477021984,0.005271166823294065,0.017021869304143403,0.012074263872700218,0.005021178629249334,0.01709544259811873,17.634633832435085,19.095330041387808
45,0.011862906406646313,0.004994123829656268,0.016857030222268955,0.012495475856627783,0.004977866541594267,0.01747334249439123,17.629493107207836,18.084073232567828
46,0.012469696937358542,0.005195011921890386,0.017664708878385695,0.01078711993202729,0.0050795841962099075,0.015866704133298735,17.32485004059256,18.220520755519036
47,0.011741407951722814,0.004942381953539914,0.01668378989633224,0.014457184036829225,0.004849223420023918,0.01930640745179161,17.85945675209777,15.583036972128827
48,0.01386348611662445,0.0056634037474757185,0.019526889915131542,0.014267277562201185,0.005351630039513111,0.019618907437214384,16.600451637947398,17.222241028495457
49,0.012530556120845962,0.005384848543685185,0.01791540469004683,0.01290048227098811,0.005550671368837357,0.018451153665133144,17.174893551656645,17.891862226569135
50,0.013742774251644333,0.0057456200789303,0.019488394336953554,0.012695348320488372,0.0062666162848472595,0.01896196463064331,16.553974416811172,16.53463221632916
51,0.012080838669040432,0.005848616402443141,0.017929455074035143,0.01502603908960262,0.005485850851982832,0.02051189012380074,17.537272100579248,18.29677993318309
52,0.013779316692013446,0.007226061513519858,0.02100537820680909,0.012214005403423114,0.008395388722419739,0.020609394100535174,16.160381953357017,17.59387155201124
53,0.012295032125476696,0.007953013669801494,0.020248045782520346,0.013135086593177655,0.007529238238930702,0.020664324842231428,17.363361126102813,18.11466231553451
54,0.011506835260262636,0.007190110001151692,0.018696945285654232,0.011407352361382673,0.006863284856081009,0.018270637263017503,17.72690787511329,18.4678430971892
55,0.016729272202882048,0.008021450944704144,0.024750723108036877,0.012885775852381536,0.008436096832156181,0.02132187256306086,15.11376477202324,16.475388454354327
56,0.013208873503624577,0.008023438005618853,0.021232311483727742,0.010405708076533578,0.007652743253856897,0.018058451246875135,16.79618134433276,17.529848098754883
57,0.012540178148917955,0.007433062419295311,0.01997324063455405,0.010978991773141466,0.007165157236158848,0.018144148999177243,17.10315675604833,18.143866995106574
58,0.011449413072981246,0.006872098013911754,0.018321511144303297,0.0134369084743135,0.0066009643487632275,0.02003787287875362,17.785534406688114,17.56552687935207
59,0.011655702920349901,0.006377720328889889,0.018033423282410185,0.010795006326035313,0.006138572935014963,0.016933579180065706,17.870570755004884,18.102671633596007
60,0.011450938402024442,0.005970913250866818,0.01742185168478587,0.00940320610433169,0.0058320206589996815,0.0152352266823468,18.00651560221633,19.041299550429635
61,0.011375516512724634,0.005706129423406435,0.017081645932303716,0.010880560214307321,0.0055446624755859375,0.01642522274557015,17.93093141529658,18.119764442029208
62,0.011331691022656144,0.00540894865096636,0.016740639694035053,0.011985498323591182,0.005265824496746063,0.017251322845644925,18.064631378487366,19.077178851417873
63,0.012012681904669902,0.005332058698755421,0.017344740576633853,0.0103078251755189,0.005166367627680302,0.015474192777891521,17.74081389806042,19.45810698426288
64,0.011886317936116702,0.005277598517857594,0.01716391645780165,0.010068353498354554,0.005138847511261702,0.015207201151339255,17.753366804776128,18.739741563796997
65,0.011576469409700535,0.005081876945260861,0.016658346334548844,0.01189610738631176,0.005004798993468285,0.01690090641014926,17.95144632417862,18.93703145566194
66,0.011353077173028907,0.00487217980577317,0.016225256939252763,0.011009103851392865,0.004768552724272013,0.015777656413695735,17.960409632121046,18.038075115369715
67,0.011280516389604301,0.004721012684733492,0.016001529060304165,0.012116359556903657,0.004645508714020252,0.016761868250677766,18.015547872569464,17.56354454289312
68,0.01226282543183802,0.004919905558687775,0.017182730916530303,0.009890925007588838,0.0049092089757323265,0.014800134044059592,17.51455505057557,18.2898515307385
69,0.01144142424534649,0.004763171259211759,0.016204595576002172,0.012360181297560262,0.004622335080057383,0.016982516213117735,17.996539844878733,18.989696938058604
70,0.011957583577716596,0.004634455619507457,0.016592039178087287,0.011874959308087178,0.0046582305803895,0.01653318977712289,17.731391483463653,18.44356870651245
71,0.01358354741146099,0.005448229718085838,0.019031777112961633,0.011035281527058585,0.005249114241451025,0.016284395859617252,16.681086460531574,17.96523404121399
72,0.012452025281597083,0.00509291154983109,0.01754493681994611,0.015253601140221175,0.004926052875816822,0.0201796539451765,17.36218598509488,17.54856943047565
73,0.011948756726892435,0.00481811265448389,0.0167668693507575,0.010904125059428423,0.004703373182564974,0.015607498140762682,17.905898345006655,18.1499647161235
74,0.011252609648014585,0.004605406129809275,0.01585801579823641,0.010485664258063163,0.004516343120485544,0.015002007282379529,18.03550425229007,18.71318234568057
75,0.013292333071617639,0.00532684820793467,0.018619181284655447,0.013777382029018001,0.005225332919508219,0.019002714741003256,16.756839851483907,18.987193636272263
