Epochs,Train 1Perceptual_Loss,Val 1Perceptual_Loss,Train SI_SDR,Val SI_SDR
1,0.07600051575939949,0.0712401757178747,-16.007973958531473,-2.330613134023936
2,0.06912188541195163,0.06621934056444012,1.2324344683999884,3.5361695864602276
3,0.06496467259138414,0.0606412493178378,5.21722977765619,6.443058109153872
4,0.06157994388717494,0.05700537021798284,7.247587069419965,8.61611268831336
5,0.05879729606517374,0.05301081545084067,8.383016803166639,9.57471095479053
6,0.056169921848667814,0.05039667890346407,9.08090917116975,9.889633847319562
7,0.05394763426523502,0.048052336423374385,9.577939808205382,9.826410205467887
8,0.05164972633531649,0.04652030009816846,10.15917238339986,10.394006744675014
9,0.049747439433042315,0.04443396696233717,10.636373232488763,11.56127537333447
10,0.04788828580959203,0.04211969954042655,11.033034430464653,12.160809796789419
11,0.04576737016745626,0.03931839903816581,11.47031979495532,12.594206115473872
12,0.04414677215255287,0.03929503814256548,11.808388477482207,12.21690241150234
13,0.04240623397676096,0.03802547445925682,12.200317774733453,13.282695936120074
14,0.040571257533275916,0.034654958431770945,12.668146504441353,14.481281218321428
15,0.039094881113771705,0.03403718201139861,12.885109726370198,14.202313039613808
16,0.03743644683328393,0.03083032353416733,13.285146326561497,15.578521821809852
17,0.035877520223594694,0.028908532376036696,13.64972664036163,15.53821095176365
18,0.03453279131487624,0.02733243669828643,13.874112471489058,15.59239443488743
19,0.03306042723714897,0.024610535666832457,14.268332191362774,16.14335416710895
20,0.03223280036337163,0.030931450472132343,14.488756464605462,15.866091158079064
21,0.030378968743224665,0.02377380304666155,14.866359927556287,16.00143457495648
22,0.029318281258009886,0.023794567637631426,15.0986585852218,16.38222272499748
23,0.028340569804486345,0.02362702380987289,15.161146516669286,16.061274207156636
24,0.027312479356992735,0.020879261119736602,15.523137834627335,17.91237338729527
25,0.025971781838787338,0.022694488830419014,15.908457769106512,18.202756332314532
26,0.025020517965089785,0.01896772537957472,15.994244612079777,18.488706464352816
27,0.02396114942655988,0.019034993207163137,16.35029572003508,18.192092584527057
28,0.02330269633141691,0.01494077891971835,16.456285531553505,18.95251086483831
29,0.022492582154498526,0.016251256190868014,16.53849022747719,19.34495735168457
30,0.021303873285906366,0.01563506716173952,16.897116553946717,18.853344896565314
31,0.021168850114798708,0.017127424038177276,16.92886904102482,19.21427693574325
32,0.0205043201130649,0.014881266756793078,17.15124595328553,19.07037669679393
33,0.019468169149062405,0.011202379474011452,17.338031011084986,19.455103697984114
34,0.01863610173817979,0.012390284961008507,17.545632012249673,19.447001871855363
35,0.018492499081902716,0.013282642325224437,17.55459231023919,19.882914346197378
36,0.018117414909886987,0.015229052843768959,17.629001272541203,19.435510490251623
37,0.017482281712279335,0.012217529968399069,17.80600322827901,18.908407159473587
38,0.017523632409076575,0.012052414430123146,17.51420337206697,19.804135135982346
39,0.01675408544299537,0.01212539981149704,17.981272234982008,20.532826278520666
40,0.016888667257783346,0.011944213889680965,18.047494930110567,20.82405189845873
41,0.016340799896327193,0.012011602533596528,18.109873395423367,19.83020614541095
42,0.015961519692552415,0.008945328851594873,18.2117640377724,20.26646341448245
43,0.015530367020823777,0.013168540337811346,18.23225284471904,20.25906970189965
44,0.015594569606425827,0.010305360966847966,18.280906760855895,20.355596801509027
45,0.015645884522173095,0.012294605536305386,18.337311627113657,19.637985924015876
46,0.015087118906874772,0.010975552459611841,18.468349801677547,20.020284880762514
47,0.014473378745048013,0.009788114147301278,18.51894052061316,20.805109770401664
48,0.0146847534644073,0.012278227049492947,18.57851538200901,20.670768084733382
49,0.014292181196482213,0.011027156944771337,18.762997201370865,20.75562041738759
50,0.014114898333504593,0.009095661354797852,18.811888937754173,20.56348046012547
51,0.014188197731002144,0.00978402970308114,18.780534017902532,20.418977986211363
52,0.013960001513055743,0.010381565150885803,18.790794558067844,20.876488830732264
53,0.013690644025496424,0.010459498985690752,18.880627216704905,19.943914911021356
54,0.012769377965173901,0.011437671734829959,20.03653434335369,23.16358132984327
55,0.012312475006312948,0.008977451361715794,20.26150159182614,23.479993654334027
56,0.012744044341555197,0.009150681678084251,20.384943306282775,23.56138154734736
57,0.012595895052670615,0.010864829497776278,20.39822021902424,23.287837463876475
58,0.01248574797064066,0.009241919908875032,20.303985222071816,23.218143939971924
59,0.011995768906829293,0.00981772938520526,20.451443721823498,23.443310364432957
60,0.01219576065594407,0.008545515874056551,20.34022625962349,23.319678119991135
61,0.012083430625243138,0.010740698669510692,20.456976527383883,23.537316612575363
62,0.012564874839752096,0.007606515807666532,20.461716145032074,22.96942250624947
63,0.012244796635557527,0.009155700175577531,20.41151723731054,23.527073839436408
64,0.012083652974042583,0.008897558084952281,20.60569089340837,23.54431616741678
65,0.012325249755219238,0.009518131887054315,20.453618961490996,23.54219046882961
66,0.0122249065069099,0.007312247618202768,20.6207041544457,23.57623751267143
67,0.012046854662364477,0.010422051324934253,20.571587319570046,23.680441524671473
68,0.012227864614496492,0.010865379350118177,20.604449212061215,23.311010422913924
69,0.01179974713962372,0.011377659752843496,20.595881271362305,23.335620859394904
70,0.0119465187370573,0.008218703690268423,20.631628480676103,23.518141041631285
71,0.01188006045245757,0.010603152243319251,20.630377035271632,23.357817960822064
72,0.012014573516502772,0.010174918638886478,20.629429856391802,23.487515221471373
73,0.012122448767241958,0.011671880892801868,20.672606400267718,23.191489219665527
74,0.011481963180975146,0.00785744006988471,20.69873542524364,23.648866155873176
75,0.011799774395480548,0.010240515238483962,20.69304291712095,23.502985311591107
